Symbol,HeadNeck,Body,Extremities,PalmSole,Perinaeum
CKB,76.05715016,115.8937601,151.4116922,163.4474467,151.7916801
CKLF,3.978126303,3.771959417,2.288340587,1.753788351,6.409802526
CKM,79.53646331,0.689338715,0.293658231,0.12586227,5.174522182
CKMT1A,12.52061584,11.3777874,8.121925664,5.844396367,21.13777395
CKMT1B,19.03988315,15.303555,11.75419506,7.636016265,27.22016602
CKMT2,7.163878805,4.973505861,5.971619363,7.895202013,7.105122571
CKS1B,35.0653987,27.78703523,30.6255225,31.74323207,31.62029973
CKS1BP1,1.286386108,0.681623486,1.156973531,1.07185689,6.84187146
CKS1BP3,3.911688487,2.929975744,3.090904137,3.53594901,6.898506035
CKS2,41.51255625,22.42458647,24.46366868,20.38888121,34.43449659
CLASP1,15.2170888,14.65287795,14.34543398,15.30854225,14.46408957
CLASP2,11.17481555,10.07833666,10.03459598,10.15432482,11.63561355
CLASRP,25.35219306,25.89763626,23.85310409,18.91774387,40.01695894
CLC,1.224718522,0.520791619,0.358581027,0.299700752,5.346230172
CLCA2,200.6215374,151.59742,165.8313326,171.3561083,156.8602002
CLCA3P,0.057645347,0.032445698,0.098917941,0.016976056,5.271117862
CLCA4,18.83777553,18.79590063,15.34500924,3.798594848,51.26410252
CLCC1,24.57365479,22.53744442,25.37678709,26.05732598,26.99194311
CLCF1,3.643070332,4.365491637,4.387151534,4.153280442,9.294181968
CLCN1,0.321205043,0.081033223,0.115481376,0.112187158,4.94778711
CLCN2,1.790638324,1.684778475,1.640890657,1.521373895,6.608934991
CLCN3,48.30581901,44.4118984,37.54333733,37.16359479,32.56733615
CLCN4,3.691168472,2.878688023,3.464917229,4.121957983,6.546389178
CLCN5,5.501882747,5.482682871,4.651374122,3.934946735,8.945611809
CLCN6,8.500749128,8.707682406,9.721244752,10.22201005,12.86438656
CLCN7,28.98004517,24.40815742,23.24461121,20.69124736,31.54945036
CLCNKA,0.828335522,1.020536117,1.568949435,2.347565777,4.929259285
CLCNKB,0.167514381,0.27544778,0.414260643,0.461969877,4.995622
CLDN1,376.1788869,449.8176348,206.0640949,125.2508581,114.8368
CLDN10,20.67406587,31.2905558,25.20741137,34.50876558,6.21333331
CLDN11,2.977856178,4.964039496,4.828280365,3.051012516,14.63483662
CLDN12,10.9823898,9.899199809,9.004666513,9.162167405,11.51218165
CLDN14,0.766339222,0.192674379,0.077550274,0.032864133,4.826577348
CLDN15,8.318603903,8.711861979,6.988596387,6.904738556,10.90722351
CLDN16,2.071500238,2.281835944,0.985166827,0.518793842,5.325263625
CLDN17,1.73872522,0.47698234,5.967072747,0.659808272,31.72854263
CLDN18,0.361551897,0.342553715,0.259961486,0.247409103,5.013963386
CLDN19,2.030205729,0.780975596,0.804394881,0.82881462,5.514523736
CLDN2,0.246645713,0.275313373,0.291473973,0.252588484,5.174951934
CLDN20,1.656422137,1.073626942,0.548582923,0.425745935,5.106886562
CLDN22,1.000291975,0.943205609,1.38608763,1.512021282,6.361708539
CLDN23,16.01987348,28.45865497,15.24388463,13.49242695,11.97672609
CLDN24,0.023343032,0.069239842,0.074137595,0.054200992,4.904718782
CLDN3,10.04008065,36.0435939,20.94115056,30.39602406,5.341551462
CLDN4,82.99625181,102.9681455,59.67009444,51.95057333,55.42125401
CLDN5,51.65730911,78.18375459,68.00189108,69.73431993,65.39999435
CLDN6,0.034141383,0.023267806,0.054229199,0.034394703,4.968927374
CLDN7,8.573505838,13.70164489,14.82623397,19.02306431,12.87288613
CLDN8,18.71107724,27.62509108,18.83900772,18.93525227,15.03304802
CLDN9,0.202657184,0.069164692,0.074474186,0.093327129,4.854247511
CLDND1,46.45400192,50.27768685,37.04657978,28.20915697,50.42166311
CLDND2,0.702844175,0.801577201,1.066443096,1.077082367,6.478578133
CLEC10A,26.58599255,24.05329885,15.8524439,9.997452406,19.81792955
CLEC11A,37.10873298,41.11687576,37.37806844,31.80998174,38.6248935
CLEC12A,1.877982098,1.770425308,1.752716719,1.840072903,5.913543143
CLEC12B,1.774459561,1.623991246,1.523951758,0.661271463,7.767971376
CLEC14A,39.08539437,48.91111956,56.84400728,70.25502996,36.03705158
CLEC16A,7.298027972,7.672076132,5.834773915,5.59421316,9.50485156
CLEC17A,0.070121152,0.009607496,0.032901412,0.052544099,4.83191545
CLEC18A,0.156439443,0.187413315,0.22673552,0.20396449,5.026353096
CLEC18B,0.475805769,0.248636465,0.388434049,0.316718722,5.314867661
CLEC1A,3.865586207,3.781955861,4.893725994,5.288857361,8.177936505
CLEC1B,0.256186622,0.16985192,0.253653761,0.196598186,5.174630095
CLEC2A,21.00729434,46.45753164,23.89784603,10.21745566,12.70099838
CLEC2B,41.21493689,53.74908382,52.39840656,48.1831671,52.97946482
CLEC2D,3.717376885,2.336203035,2.708394653,2.232334078,8.20402559
CLEC2L,0.586202152,0.252670051,0.331693515,0.462974081,4.867286674
CLEC3A,0.029178451,0.013832629,0.010349886,0.020365519,4.819595154
CLEC3B,71.96427669,113.2165205,146.9182475,147.8661938,160.7196582
CLEC4A,0.739368925,0.795453684,0.490332305,0.416014897,5.111526899
CLEC4C,0.550199314,0.343797571,0.21737134,0.081659595,4.952957147
CLEC4D,0.083725254,0.015527994,0.097956711,0.131525153,4.871886485
CLEC4E,0.968737166,0.287241118,0.559021973,0.768602672,5.054753507
CLEC4F,1.356515387,1.026595725,0.98929982,0.845361545,5.987549531
CLEC4G,1.52502546,1.913803661,0.80108238,0.534441008,5.708052075
CLEC4GP1,1.347589901,1.195843189,1.618320132,1.307386208,7.560389215
CLEC5A,4.963145588,4.815527594,2.58101033,1.235569903,7.422957895
CLEC7A,8.181570731,6.193921649,5.890668303,5.201062225,10.11987193
CLEC9A,1.153862032,0.681258978,0.604977239,0.504642953,5.561610537
CLECL1,0.852261217,0.836470493,0.518034765,0.2411231,5.283835911
CLGN,0.522223342,0.788147397,0.695195018,1.016015736,4.904320833
CLHC1,3.185238149,2.96607793,2.677313938,2.555769851,7.397968492
CLIC1,344.3699046,361.3101336,312.5888075,275.0683913,321.0612398
CLIC2,23.38150626,22.92673634,24.39496874,25.9660042,21.91847408
CLIC3,81.08938828,124.3479079,82.16526117,73.34851485,75.20486071
CLIC4,111.0108703,94.92959853,156.3293319,200.5468284,104.9907391
CLIC4P1,1.886775095,1.785763318,2.453229461,3.001406364,6.398487262
CLIC5,3.226283902,2.265149825,3.688486261,4.896474487,6.390301119
CLIC6,8.754178504,8.751498873,10.72777512,15.05956067,7.089989139
CLINT1,64.78817138,53.00300983,43.47259933,38.42883671,48.20773212
CLIP1,33.00328242,28.8429954,29.71338958,30.61405825,25.17843622
CLIP2,11.25968853,12.86498726,12.47053046,12.65377683,14.56877378
CLIP3,5.98982137,6.12576549,8.304448797,8.944734385,12.87401351
CLIP4,27.714397,28.43649479,22.07217713,19.42592097,23.53222246
CLK1,118.4906413,96.69702076,89.58880613,74.67051002,97.03563308
CLK2,27.64434884,28.15915137,25.88600418,21.27297115,38.43130666
CLK2P1,0.383402864,0.361849283,0.384510727,0.449157225,5.166699046
CLK3,7.36598939,7.108131733,6.653923609,6.283432309,10.71989186
CLK4,23.15021355,19.0616014,16.47991144,13.49089714,23.08726303
CLLU1,0.035783199,0.024856538,0.010514434,0.008422484,4.828467939
CLLU1OS,0.811493483,0.263812434,0.203678466,0.161739928,5.164400188
CLMN,3.177205441,3.232907537,4.599862194,6.246642864,6.685515268
CLMP,108.2361966,28.65325821,31.71428072,41.36818701,23.25354075
CLN3,0.90281805,0.735337612,0.485929655,0.285431064,5.27204289
CLN5,5.546493128,5.981645993,5.199744999,5.246043981,8.144903174
CLN6,8.142614123,6.557239537,5.241302787,4.643188781,9.318209483
CLN8,16.4966613,12.72066851,9.829190825,9.099441073,11.98757946
CLNK,0.660023543,0.493778822,0.233903368,0.139615302,4.989614319
CLNS1A,31.60887991,30.43575878,26.93218404,26.19534104,28.5272463
CLOCK,9.187170912,8.310490925,8.876295787,8.983232082,12.54314531
CLP1,12.77923236,12.71708783,11.47896028,11.03541344,14.00321303
CLPB,8.070855446,6.752333881,7.233382205,7.941846132,10.67413623
CLPP,43.701081,41.45526745,35.37640209,33.97485434,39.76988515
CLPSL1,0.095361088,0.154751212,0.029508717,0.013957144,4.838037903
CLPSL2,5.208761513,1.189150961,0.247521809,0.090230309,5.318915427
CLPTM1,55.36766307,53.44652105,43.50871639,44.81249824,35.18698707
CLPTM1L,31.1109489,31.00283444,27.67105921,27.58613966,25.16359686
CLPX,45.66391411,36.88043931,30.08839494,28.5373931,29.71069806
CLSPN,1.635140943,0.78317023,0.954093133,0.889278847,5.722014559
CLSTN1,75.870011,112.3497997,113.2034526,128.6797546,69.01365233
CLSTN2,4.552953575,2.358183933,7.644385557,12.49724249,6.664027088
CLSTN3,72.63329532,33.42064634,15.59166885,10.18923688,24.34904754
CLTA,118.7833773,113.2771518,108.616892,109.3280883,97.25861638
CLTB,402.6391196,424.4990647,398.9386489,349.5885267,484.8131411
CLTC,69.59264092,63.3777688,56.79653456,57.93324721,45.99855878
CLTCL1,2.051329883,2.211566542,2.109903532,2.250139724,6.557886091
CLU,99.59878085,136.5614414,181.6396536,233.6679169,82.99930962
CLUAP1,3.377164115,3.295900342,3.955342897,4.378194983,7.462734314
CLUH,54.78734162,44.03598928,43.55677744,39.55523215,58.14598839
CLUHP3,7.746454464,5.457933453,5.219766287,4.6186149,10.57211364
CLUL1,0.319256327,0.461488705,0.45296688,0.613046106,4.972446194
CLVS1,5.174960708,4.445690272,5.072896451,6.106160748,8.500845583
CLVS2,0.178214897,0.199893066,0.269815854,0.436841297,4.830183337
CLYBL,4.947611188,3.071948743,2.832168217,3.049321597,7.172259359
CMA1,32.997145,23.21941849,31.30495719,36.54576401,25.85245865
CMAHP,12.85932767,20.98158685,12.62680486,9.220355494,15.27446372
CMAS,68.89959212,59.8433718,55.35514094,53.59644858,56.34901266
CMBL,10.12946924,9.03718917,11.61756924,14.66308054,10.62882776
CMC1,13.4777637,9.838354993,9.460641802,9.027367309,14.19714187
CMC2,3.031436916,2.244377491,2.244402856,1.859976448,8.122297107
CMC4,0.071479827,0.045804184,0.02870333,0.021698753,4.817098939
CMIP,15.99756285,18.17521768,12.72398106,11.72052149,13.60127162
CMKLR1,9.170108507,8.710935667,14.48999746,20.35465498,9.043169913
CMPK1,131.6885171,124.0091132,125.2802052,130.7646339,109.9440083
CMPK2,4.393396409,2.788601107,4.059411848,3.992163183,7.811508194
CMSS1,5.553097881,5.018183014,5.921206663,6.292435856,9.560719128
CMTM1,1.79579903,1.176719061,1.371232191,1.429897583,5.871616808
CMTM2,0.822758427,0.370786706,0.500663116,0.68244693,5.237660307
CMTM3,37.48973783,33.12048825,36.37861624,35.47220757,37.99037873
CMTM4,21.6737241,17.90458394,16.72853081,18.79719684,13.44604536
CMTM5,0.958902883,1.173565088,1.559696205,1.83546439,5.827759912
CMTM6,133.9499395,121.0938106,75.8423848,61.9595597,63.65303368
CMTM7,27.54140359,24.49040583,16.13638106,14.83317179,14.72410074
CMTM8,37.18678271,21.73128467,13.41129294,13.39763108,14.33420506
CMTR1,22.62089868,21.99077703,23.05587056,22.71124378,24.46630071
CMTR2,15.42599056,11.62502311,11.36673384,10.54518936,15.26890641
CMYA5,10.12927012,2.97160166,2.129894875,1.669025717,6.691645871
CNBD2,1.946833132,2.022191401,1.993153425,1.768473503,6.975176038
CNBP,575.7183863,580.4359016,625.908176,669.7129316,490.3474955
CNDP1,1.114151731,0.422862108,0.115268576,0.045749572,5.010465628
CNDP2,27.80495002,20.92178922,15.42221656,13.89985052,19.03537405
CNEP1R1,12.38105552,12.23307306,11.06918564,9.882595396,15.41703834
CNFN,312.8223686,390.2744755,330.6959194,268.6323366,552.5350914
CNGA1,2.975844796,4.608480209,3.396125984,3.35457587,6.212882649
CNGB1,0.132449064,0.076325153,0.059870004,0.081963998,4.867216686
CNGB3,0.057204084,0.035745614,0.053100724,0.026661519,4.885778126
CNIH1,42.7002756,34.06704104,32.73820158,32.760875,34.52817224
CNIH2,3.305984467,2.89915992,1.990547196,1.464171394,7.427608449
CNIH3,2.964109793,2.259877884,2.147028071,2.157399462,6.396611619
CNIH4,28.49746499,25.4642924,24.0703591,23.09285996,27.1547887
CNKSR1,8.482541546,9.644036883,7.264709671,5.760763592,13.55855753
CNKSR2,1.365725602,1.021329909,1.548141177,1.848856129,5.579435782
CNKSR3,3.157992544,1.646066509,1.850008502,1.746653353,6.837246839
CNN1,23.1067845,55.05237397,120.0946605,148.7173742,187.5774176
CNN2,83.21435165,68.92746679,59.9194457,56.59242812,54.95249855
CNN2P1,0.316295342,0.20154955,0.31972201,0.248000451,5.381455665
CNN2P9,0.502288304,0.517652533,0.518693029,0.477464907,5.334051571
CNN3,123.9946243,129.4608446,146.0798335,173.2888889,93.60761024
CNNM1,0.748924658,1.374157524,1.148844021,0.821770257,6.463140838
CNNM2,8.671014075,7.958003207,8.558868994,9.311684234,11.31907956
CNNM3,17.57197521,18.31700336,16.92798345,17.73884805,16.85419355
CNNM4,11.27725719,11.89734975,11.15729577,11.8406988,13.15668544
CNOT1,41.43804507,41.34504742,36.57468764,37.03627596,31.23247889
CNOT10,13.06506581,13.10864281,11.49614878,11.02876827,14.33292751
CNOT11,31.76919568,29.7986725,28.2477174,27.09982781,32.29109946
CNOT2,15.90456526,18.09805302,13.16268369,11.24343554,15.6011106
CNOT3,14.35321857,14.43140821,12.25319351,11.62537017,15.94632713
CNOT4,7.244941625,6.310931862,6.574860729,6.77181086,9.394904254
CNOT6,17.41029613,14.59509394,13.69905452,13.31519633,17.26664514
CNOT6L,19.56462364,19.07858817,16.62510914,15.64735921,17.4039021
CNOT6LP1,1.621166218,2.60750825,1.716987341,1.240734537,5.883487688
CNOT7,19.2742545,17.04787613,16.47207573,17.13294289,17.80358821
CNOT8,43.12245632,41.17002559,38.89683192,38.48472974,35.38825411
CNOT9,23.62085155,22.11880624,20.47199378,18.22201716,25.51777925
CNP,39.3937403,32.9719254,30.23437232,28.54087535,34.95694734
CNPPD1,64.70567581,65.00800849,59.76224469,59.28044329,54.61592656
CNPY2,8.136683499,8.398254794,6.057563685,5.244630976,10.08748654
CNPY3,41.31949487,41.455518,44.71545058,43.04768218,49.56704708
CNPY4,14.16911237,14.17507624,14.6452379,13.71618184,18.23337724
CNR1,2.026009359,2.019836385,1.64911939,1.645865412,6.215142587
CNR2,0.060386812,0.070997678,0.038533875,0.031487636,4.858838174
CNRIP1,13.60349775,14.54175034,19.20200208,22.4601467,17.89240727
CNST,16.68054559,19.72132747,18.46685639,18.96690543,18.1766791
CNTD1,19.08049961,19.44992207,18.7071754,17.88115092,23.80769273
CNTD2,0.205524412,0.189036973,0.369916564,0.575808653,4.97309001
CNTF,1.20736264,2.340592473,1.22752216,1.140818368,5.966127576
CNTFR,27.47154567,14.99231416,23.99931257,28.9157259,14.76914185
CNTLN,2.167099996,1.54592033,2.206930068,2.441302894,6.635966841
CNTN1,24.10487048,26.96192963,22.69169599,19.12787809,17.55212912
CNTN2,1.088890405,1.611765748,1.538577339,1.812209503,5.432452643
CNTN3,2.955664107,1.926906542,3.432730638,4.041312076,6.050600242
CNTN4,1.783794461,1.085849851,2.278640572,2.842270016,7.477393704
CNTNAP1,4.841961812,4.28748144,5.288512232,5.94978056,8.741993104
CNTNAP2,0.136095703,0.162623474,0.100281793,0.115060191,4.894198914
CNTNAP3,5.482568784,7.569293212,6.051038401,3.838238988,11.71710516
CNTNAP3B,1.186098023,1.015545312,1.435392565,1.391248738,6.230051552
CNTNAP3P2,3.923603206,4.126275306,4.403992357,3.599023426,9.147194604
CNTNAP4,0.071645146,0.016556276,0.044854681,0.035345867,4.836313638
CNTRL,6.079456071,3.69722559,4.698639037,4.824045554,8.641635678
CNTROB,13.10993216,13.69587718,12.65125749,11.7095379,17.59494304
COA1,10.46559331,8.99988082,7.611529062,7.162117347,11.3531278
COA3,49.5956415,44.9462091,45.59791016,43.88355686,52.02545683
COA4,33.77396921,32.01303005,27.76790519,25.6322361,31.20644817
COA5,33.19324664,30.26414878,28.72377169,26.89179746,33.83750979
COA6,31.58209768,22.34128614,20.40213499,18.36027771,28.88320643
COA7,15.6010307,12.92747473,12.56212558,12.50512573,15.49055584
COASY,41.74461614,38.50430919,34.28673274,30.50775782,42.53739533
COBL,8.608867249,12.9553155,9.480028919,10.07169475,8.887307336
COBLL1,9.765015088,9.263718511,10.52816885,12.26738601,11.72173177
COCH,63.07267728,14.42440669,21.70014618,24.37218534,23.95446319
COG1,21.35176628,25.13260068,22.8797455,23.01783379,24.01131012
COG2,6.92854012,6.896010367,6.491496027,6.489457611,9.722347508
COG3,20.28823282,19.63711502,18.51865495,17.55946872,21.1990511
COG4,25.36549529,26.6846495,22.08033797,20.13351096,26.09434142
COG5,33.35788781,32.7533127,28.32766306,27.20613319,26.20850351
COG6,11.55691133,11.13086172,10.65301544,10.84667979,12.29097548
COG7,10.67793108,11.23819992,10.7302316,10.97515072,14.0354583
COG8,21.97885024,20.71926122,21.38242966,21.56979457,24.64219211
COIL,18.80541914,18.06645855,16.6088388,16.55244122,18.34475549
COL10A1,2.407421867,2.0145339,0.508084264,0.468048558,4.941938481
COL11A1,14.35824285,6.463227194,1.612049806,1.382412003,5.993328702
COL11A2,1.345400978,0.613350439,0.98425924,0.956356927,5.590542631
COL12A1,42.87433759,31.16767197,40.41960029,50.51995274,22.59615157
COL13A1,2.543010873,5.161426296,4.394628674,4.142468817,6.489227279
COL14A1,34.97327466,39.37543116,53.65939698,56.63492079,39.20201957
COL15A1,59.60143207,57.52330309,67.23382309,85.14273896,32.47053505
COL16A1,34.75340094,37.4336023,32.67112522,29.98726244,34.8104733
COL17A1,167.6230358,357.898217,356.2389326,424.9119849,166.8476507
COL18A1,70.01257563,108.5353931,107.9254746,108.8257892,77.73627354
COL1A1,506.3073464,711.5106632,455.1365884,274.3041804,208.3270599
COL1A2,444.3288786,577.2432738,426.0832031,308.515142,214.3170456
COL20A1,0.071406677,0.057923898,0.040479141,0.04610071,4.821397415
COL21A1,7.22544526,9.744149348,8.810105998,8.591642408,11.74438598
COL22A1,0.334057505,0.133764491,0.15473207,0.128957102,4.96058743
COL23A1,11.04086095,18.82736632,14.13446158,12.30933876,13.51528243
COL24A1,0.957737324,0.539359546,0.697193536,0.569253998,5.569191116
COL25A1,1.267132581,1.162113908,2.91792959,4.475341723,5.33687917
COL26A1,1.676317093,1.593815351,3.106445279,4.378739808,5.502542173
COL27A1,11.20431444,9.774194931,8.344390259,7.447522027,12.11702831
COL28A1,4.274893553,5.11623778,6.414903496,7.237345543,9.810093433
COL2A1,0.083459261,0.092731429,0.072321822,0.08073511,4.847988668
COL3A1,714.1845841,952.7362719,848.0125385,663.5207458,289.5489745
COL4A1,45.25664234,41.47177802,67.67502414,90.37393759,32.87131281
COL4A2,50.54564201,51.98897012,84.61263986,114.1087406,46.25235982
COL4A3,0.388940978,0.3834283,0.565089551,0.551223219,5.516779711
COL4A3BP,#N/A,#N/A,#N/A,#N/A,#N/A
COL4A4,0.579891619,0.625749574,0.633217205,0.630628975,5.444432945
COL4A5,13.67331302,15.41174945,12.15786723,10.46354955,17.95155366
COL4A6,3.933938088,4.038548606,3.561695327,3.462583957,8.74739917
COL5A1,36.18107943,54.86039149,46.22977116,41.16901625,31.22729452
COL5A2,52.12896645,60.5000609,53.15590622,50.71794899,34.09023012
COL5A3,20.84144268,28.16644916,28.89997887,32.72951535,21.78468288
COL6A1,339.8248683,425.1657361,406.0156194,412.5481538,222.4168282
COL6A2,402.2761501,534.4451615,523.2358261,506.3757641,394.6509458
COL6A3,57.55656344,77.98663363,62.26562533,65.07106569,38.1087133
COL6A4P2,0.47092814,0.127972057,0.17464128,0.093912036,5.097052763
COL6A5,6.370431098,10.20623188,2.571131625,0.353059118,7.104013743
COL6A6,10.62869461,4.337408604,2.551143793,2.085821425,6.259482138
COL7A1,31.03954339,46.29296891,39.21118187,31.18002826,59.81825229
COL8A1,3.193827009,4.39504915,5.735156548,8.279823721,6.732870513
COL8A2,19.38484361,17.97035521,24.51792423,27.98901904,14.91710745
COL9A1,0.269839036,0.213638563,0.310806339,0.511428641,4.889340565
COL9A2,8.544313025,7.089475512,7.746634357,9.840653864,7.527130035
COL9A3,6.431029728,7.394370685,8.022250726,9.19604766,11.56692827
COLCA1,0.516447966,0.394889313,0.681433782,0.592953879,6.038689827
COLCA2,2.307805762,2.243589826,2.622758006,2.245889121,9.033075252
COLEC11,0.429028485,0.60067616,0.736461809,0.712692574,5.260508431
COLEC12,15.98935573,14.87958802,19.32846438,22.91317332,15.78041882
COLGALT1,42.54348503,46.04792144,46.00063918,43.74345965,50.41037776
COLGALT2,0.845141512,0.742789783,1.586155784,1.800444177,6.467819539
COLQ,1.468419123,1.010117029,1.225860592,1.259477666,6.239650771
COMMD1,24.52979011,22.70473269,19.17970573,17.87189941,21.88237577
COMMD10,21.32624972,17.91329285,18.13385825,18.65841081,18.30595071
COMMD2,23.57230914,21.25637354,21.96169997,22.18977343,21.28613458
COMMD3,11.41266784,12.51774057,10.01110358,8.319868507,15.53005701
COMMD4,13.01944802,12.2759827,12.58049007,10.91038484,21.54667605
COMMD5,29.60765944,27.00876592,22.66719218,20.7630243,26.33730702
COMMD6,33.81757749,34.87987283,38.21004186,41.66440668,37.4754158
COMMD7,20.88638271,23.01174101,18.79162038,16.83956095,25.27492025
COMMD8,34.8588796,30.36160992,31.85882964,29.8235664,33.9441833
COMMD9,16.14672658,15.82582312,11.53175836,10.31835424,15.13225993
COMP,54.53997034,39.77371571,219.1315726,319.4061001,26.77067803
COMT,60.44786456,53.2307883,42.74523204,41.32012801,42.86585497
COMTD1,51.73091319,36.08800235,39.56562447,27.35842446,86.53316351
COPA,63.0077863,62.82830128,62.86901596,67.16943813,47.40620763
COPB1,52.98311226,48.89657993,47.7145706,47.84925085,41.01425703
COPB2,50.4599683,43.13286059,39.22975372,39.02824298,34.82833002
COPE,57.31161559,56.88546831,45.91179066,41.06489491,53.4751768
COPG1,49.24089603,46.93682607,45.39343574,47.74777773,38.42667549
COPG2,22.96273726,23.86770283,20.47385184,21.01572627,18.76296591
COPRS,45.88972741,41.22953318,46.39498099,50.88132612,42.53216657
COPS2,33.96704662,24.62259793,27.35740634,28.80408295,27.05689168
COPS3,52.97188994,47.1779374,40.73091453,38.57711981,40.63707851
COPS4,30.67845024,27.32659152,28.17314644,29.24365919,26.17571912
COPS5,18.23702935,15.27043606,13.74152095,12.9092733,17.93517311
COPS6,65.78479357,65.05360906,62.07948263,61.44788814,64.62435564
COPS7A,47.62559839,47.05084129,43.95677008,45.76792079,39.46452821
COPS7B,10.79332288,10.71260877,9.775681019,9.034215905,14.78662569
COPS8,26.1127536,25.04012652,25.36471754,26.390713,25.09848247
COPS8P2,0.937801685,1.03785535,0.99785892,1.005559443,5.651439518
COPS9,72.08205248,62.73253292,53.33387639,43.65252656,74.53488798
COPZ1,76.20409639,76.49921289,61.31517232,59.3366808,55.59337392
COPZ2,36.68630849,53.06898272,45.75878215,46.83952689,36.01409047
COQ10A,8.047604234,6.79844458,6.405896663,6.410880395,10.68509165
COQ10B,34.02578668,30.49086103,27.31500253,28.34328434,27.02262631
COQ2,14.53733174,18.01331383,14.16469791,12.59996295,17.22280641
COQ3,16.91444428,12.65091067,12.97489377,12.79524027,17.57826396
COQ4,48.14257852,38.85443608,30.6982149,23.55833972,48.32059531
COQ5,31.9129596,24.91198654,22.43352987,21.42119579,24.82399296
COQ6,10.27469532,9.019468557,8.352846109,7.973132272,13.04035522
COQ7,14.4667612,12.27627443,12.30929653,13.27484537,14.59203444
COQ8A,17.79266711,17.43709887,18.02590625,20.70134185,16.08995511
COQ8B,17.41460439,17.04840905,14.98180615,13.71168996,18.79889052
COQ9,33.9142615,28.04263793,22.83420724,22.75822262,24.67600498
CORIN,2.719955358,5.29414787,4.548654161,1.581300923,8.425781425
CORO1A,29.43982207,23.5546979,15.97836036,8.998491232,26.20533018
CORO1B,36.98578899,35.10461173,35.85270441,37.32687378,37.20932294
CORO1C,50.41713904,61.89892806,68.35697103,71.98818386,60.87387145
CORO2A,9.163661831,13.05546289,9.323608184,7.770699517,13.5664621
CORO2B,8.250532022,5.775818245,9.517501027,11.16201868,10.85123118
CORO6,5.103535052,3.035638071,5.515268543,6.111799532,10.88398851
CORO7,1.660253449,1.743711357,1.346180007,0.890475425,7.04757802
CORT,0.229449027,0.21902955,0.273706983,0.232457275,5.25992548
COTL1,23.12802649,16.50734274,15.76676886,13.68339965,17.05890466
COX10,12.59050072,10.9245448,9.475994396,9.918621785,12.4542499
COX11,24.25993541,22.39289392,20.85330403,20.69836546,21.74539787
COX14,58.22532644,50.48507335,47.68665989,45.17916617,57.16759345
COX15,12.96026384,11.58627679,10.33578527,10.24674451,13.45983433
COX16,9.538482319,10.05226863,6.326234321,5.252943667,9.164318384
COX17,41.09668827,34.49362039,28.03687584,25.92542815,34.89527329
COX18,8.332737512,6.785216637,6.48416682,6.767807116,10.06049995
COX19,9.953349821,10.91763178,9.454658712,8.38088658,12.831711
COX20,42.5276529,36.85168591,39.43893791,36.90770136,46.46458496
COX20P1,1.987538158,1.695373138,2.553238651,3.285712466,7.126875832
COX4I1,212.6621358,178.8075214,168.5764665,160.6399112,194.7883696
COX4I2,8.266569625,13.6620365,16.63459309,20.38032623,15.78091977
COX5A,153.975965,109.0661436,94.47753708,95.37945548,95.66050384
COX5B,389.2497801,306.5927096,289.1675008,246.7897219,420.8654114
COX6A1,139.2265871,123.8905994,74.59800569,60.69034283,68.0159844
COX6A1P2,30.87021343,27.19644433,27.0889192,27.16501072,36.35319171
COX6B1,316.2582707,272.0847257,257.3423851,230.9666618,340.9307708
COX6B2,0.566270506,0.443514787,0.342833603,0.370698189,5.101175856
COX6C,166.0896695,130.353514,124.7350305,116.8479182,142.0524936
COX7A1,33.98783689,41.05696272,51.91299274,55.94886698,65.02578015
COX7A2,196.8716119,153.5077961,142.9740175,136.4331719,168.1833257
COX7A2L,34.77801897,36.10863566,32.92658743,33.33387687,32.36084464
COX7B,118.1157856,72.6661839,74.25271159,74.77952177,85.5867463
COX7B2,0,0,0.001803183,0.003716765,4.817098939
COX7C,352.9122155,267.0671353,263.6839137,252.649708,333.6311851
COX8A,340.1369546,251.7322981,196.9600776,178.7967042,231.9241976
CP,8.715934495,10.52975799,9.878282884,8.827325464,8.294780593
CPA3,79.86544438,56.04199229,68.90611107,79.64132827,36.48140129
CPA4,110.3333345,68.31293372,38.36524787,28.05259937,45.22844211
CPA5,0.397194662,0.337715565,0.096145135,0.049222005,4.970515332
CPA6,0.26896254,0.027189861,0.404087278,0.429093965,4.896338291
CPAMD8,2.462759328,2.229622681,6.893919722,10.40555313,7.970122142
CPB1,0.154648907,0.453499634,0.094654302,0.03220735,4.817098939
CPB2,1.25632573,0.371264771,0.167803323,0.118105319,5.017260172
CPD,28.49417392,20.22674573,18.52417315,20.74266023,15.69240068
CPE,120.7695479,120.4902051,193.7096108,272.3096319,58.64391012
CPEB1,0.756653867,0.596442637,0.891799098,0.937905237,5.822543897
CPEB2,29.44988177,33.07922473,30.20441915,28.56197301,29.71036457
CPEB3,4.844751432,5.698597685,5.396519677,6.406914859,7.497409026
CPEB4,27.16458483,18.12701235,14.31071964,14.02536036,15.59817324
CPED1,7.685741484,6.775653719,12.35709644,15.78437922,14.61740469
CPHL1P,0.445225986,0.83626426,0.141852916,0.06423959,4.823235145
CPLX1,2.87004141,3.228835123,3.968418094,3.987993679,9.656005861
CPM,33.55095057,32.29149537,20.66664744,19.10027741,19.25058998
CPNE1,39.13936907,39.44826456,36.81132612,33.18026006,43.71796903
CPNE2,12.02124918,14.64059431,14.93991526,17.00958666,13.52130362
